year,period_id,entity_id,scope,layer,theory_family_id,raw_score,normalized_score,confidence_label,derivation_status
1982,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1983,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1984,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1985,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1986,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1987,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1988,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1989,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1990,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1991,1979_1991,global_system,global,synthesis,marxism_dependency_structuralism,61.45,14.9805,high,derived_constant
1979,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1980,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1981,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1982,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1983,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1984,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1985,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1986,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1987,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1988,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1989,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1990,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1991,1979_1991,global_system,global,synthesis,english_school,58.05,14.1516,high,derived_constant
1979,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1980,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1981,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1982,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1983,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1984,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1985,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1986,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1987,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1988,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1989,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1990,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1991,1979_1991,global_system,global,synthesis,critical_postcolonial_feminist,61.55,15.0049,high,derived_constant
1979,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1980,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1981,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1982,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1983,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1984,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1985,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1986,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1987,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1988,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1989,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1990,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1991,1979_1991,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,71.35,17.394,high,derived_constant
1991,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1992,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1993,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1994,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1995,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1996,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1997,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1998,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1999,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
2000,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
2001,1991_2001,global_system,global,synthesis,realism,72.8,15.6273,high,derived_constant
1991,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1992,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1993,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1994,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1995,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1996,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1997,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1998,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1999,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
2000,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
2001,1991_2001,global_system,global,synthesis,liberalism,89.95,19.3088,high,derived_constant
1991,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1992,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1993,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1994,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1995,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1996,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1997,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1998,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1999,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
2000,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
2001,1991_2001,global_system,global,synthesis,marxism_dependency_structuralism,47.85,10.2715,high,derived_constant
1991,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1992,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1993,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1994,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1995,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1996,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1997,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1998,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1999,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
2000,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
2001,1991_2001,global_system,global,synthesis,constructivism,75.45,16.1962,high,derived_constant
1991,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1992,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1993,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1994,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1995,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1996,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1997,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1998,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1999,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
2000,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
2001,1991_2001,global_system,global,synthesis,english_school,68.55,14.715,high,derived_constant
1991,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1992,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1993,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1994,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1995,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1996,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1997,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1998,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1999,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
2000,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
2001,1991_2001,global_system,global,synthesis,critical_postcolonial_feminist,59.5,12.7724,high,derived_constant
1991,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1992,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1993,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1994,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1995,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1996,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1997,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1998,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
1999,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
2000,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
2001,1991_2001,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,51.75,11.1087,high,derived_constant
2001,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2002,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2003,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2004,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2005,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2006,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2007,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2008,2001_2008,global_system,global,synthesis,realism,81.75,18.3255,high,derived_constant
2001,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2002,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2003,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2004,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2005,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2006,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2007,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2008,2001_2008,global_system,global,synthesis,liberalism,72.55,16.2632,high,derived_constant
2001,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2002,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2003,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2004,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2005,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2006,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2007,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2008,2001_2008,global_system,global,synthesis,marxism_dependency_structuralism,45.45,10.1883,high,derived_constant
2001,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2002,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2003,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2004,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2005,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2006,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2007,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2008,2001_2008,global_system,global,synthesis,constructivism,64.4,14.4362,high,derived_constant
2001,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2002,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2003,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2004,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2005,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2006,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2007,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2008,2001_2008,global_system,global,synthesis,english_school,57.45,12.8783,high,derived_constant
2001,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2002,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2003,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2004,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2005,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2006,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2007,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2008,2001_2008,global_system,global,synthesis,critical_postcolonial_feminist,66.05,14.8061,high,derived_constant
2001,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2002,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2003,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2004,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2005,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2006,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2007,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2008,2001_2008,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,58.45,13.1024,high,derived_constant
2008,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2009,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2010,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2011,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2012,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2013,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2014,2008_2014,global_system,global,synthesis,realism,76.35,16.5242,high,derived_constant
2008,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2009,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2010,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2011,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2012,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2013,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2014,2008_2014,global_system,global,synthesis,liberalism,66.95,14.4898,high,derived_constant
2008,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2009,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2010,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2011,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2012,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2013,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2014,2008_2014,global_system,global,synthesis,marxism_dependency_structuralism,63.5,13.7431,high,derived_constant
2008,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2009,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2010,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2011,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2012,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2013,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2014,2008_2014,global_system,global,synthesis,constructivism,61.65,13.3427,high,derived_constant
2008,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2009,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2010,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2011,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2012,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2013,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2014,2008_2014,global_system,global,synthesis,english_school,56.65,12.2606,high,derived_constant
2008,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2009,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2010,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2011,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2012,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2013,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2014,2008_2014,global_system,global,synthesis,critical_postcolonial_feminist,71.0,15.3663,high,derived_constant
2008,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2009,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2010,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2011,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2012,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2013,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2014,2008_2014,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,65.95,14.2733,high,derived_constant
2014,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2015,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2016,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2017,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2018,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2019,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2020,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2021,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2022,2014_2022,global_system,global,synthesis,realism,85.75,18.4846,high,derived_constant
2014,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2015,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2016,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2017,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2018,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2019,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2020,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2021,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2022,2014_2022,global_system,global,synthesis,liberalism,58.5,12.6105,high,derived_constant
2014,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2015,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2016,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2017,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2018,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2019,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2020,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2021,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2022,2014_2022,global_system,global,synthesis,marxism_dependency_structuralism,55.45,11.953,high,derived_constant
2014,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2015,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2016,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2017,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2018,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2019,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2020,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2021,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2022,2014_2022,global_system,global,synthesis,constructivism,63.8,13.753,high,derived_constant
2014,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2015,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2016,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2017,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2018,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2019,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2020,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2021,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2022,2014_2022,global_system,global,synthesis,english_school,52.6,11.3387,high,derived_constant
2014,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2015,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2016,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2017,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2018,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2019,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2020,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2021,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2022,2014_2022,global_system,global,synthesis,critical_postcolonial_feminist,67.65,14.5829,high,derived_constant
2014,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2015,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2016,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2017,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2018,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2019,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2020,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2021,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2022,2014_2022,global_system,global,synthesis,geopolitics_imperialism_reason_of_state,80.15,17.2774,high,derived_constant
2022,2022_2026,global_system,global,synthesis,realism,89.45,19.148,very_high,derived_constant
2023,2022_2026,global_system,global,synthesis,realism,89.45,19.148,very_high,derived_constant
2024,2022_2026,global_system,global,synthesis,realism,89.45,19.148,very_high,derived_constant
2025,2022_2026,global_system,global,synthesis,realism,89.45,19.148,very_high,derived_constant
2026,2022_2026,global_system,global,synthesis,realism,89.45,19.148,very_high,derived_constant
2022,2022_2026,global_system,global,synthesis,liberalism,53.8,11.5166,high,derived_constant
2023,2022_2026,global_system,global,synthesis,liberalism,53.8,11.5166,high,derived_constant
2024,2022_2026,global_system,global,synthesis,liberalism,53.8,11.5166,high,derived_constant
2025,2022_2026,global_system,global,synthesis,liberalism,53.8,11.5166,high,derived_constant
